MSOA code,MSOA name,Local authority code,Local authority name,Region code,Region name,Total annual income (£),Upper confidence limit (£),Lower confidence limit (£),Confidence interval (£)
W02000267,Rhondda Cynon Taf 016,W06000016,Rhondda Cynon Taf,W92000004,Wales,39171,45879,33444,12435
W02000268,Rhondda Cynon Taf 017,W06000016,Rhondda Cynon Taf,W92000004,Wales,39821,46466,34126,12340
W02000269,Rhondda Cynon Taf 018,W06000016,Rhondda Cynon Taf,W92000004,Wales,36539,42799,31195,11604
W02000270,Rhondda Cynon Taf 019,W06000016,Rhondda Cynon Taf,W92000004,Wales,44649,52264,38144,14120
W02000271,Rhondda Cynon Taf 020,W06000016,Rhondda Cynon Taf,W92000004,Wales,36519,42805,31155,11650
W02000272,Rhondda Cynon Taf 021,W06000016,Rhondda Cynon Taf,W92000004,Wales,45364,53098,38757,14341
W02000273,Rhondda Cynon Taf 022,W06000016,Rhondda Cynon Taf,W92000004,Wales,39961,46924,34031,12893
W02000274,Rhondda Cynon Taf 023,W06000016,Rhondda Cynon Taf,W92000004,Wales,41184,48412,35036,13376
W02000275,Rhondda Cynon Taf 024,W06000016,Rhondda Cynon Taf,W92000004,Wales,39928,46742,34107,12635
W02000276,Rhondda Cynon Taf 025,W06000016,Rhondda Cynon Taf,W92000004,Wales,49112,57474,41966,15508
W02000277,Rhondda Cynon Taf 026,W06000016,Rhondda Cynon Taf,W92000004,Wales,42661,50003,36398,13605
W02000278,Rhondda Cynon Taf 027,W06000016,Rhondda Cynon Taf,W92000004,Wales,58204,68489,49464,19025
W02000279,Rhondda Cynon Taf 028,W06000016,Rhondda Cynon Taf,W92000004,Wales,44390,51923,37949,13974
W02000280,Rhondda Cynon Taf 029,W06000016,Rhondda Cynon Taf,W92000004,Wales,53676,62774,45896,16878
W02000281,Rhondda Cynon Taf 030,W06000016,Rhondda Cynon Taf,W92000004,Wales,50614,59569,43005,16564
W02000282,Rhondda Cynon Taf 031,W06000016,Rhondda Cynon Taf,W92000004,Wales,56341,66424,47789,18635
W02000290,Caerphilly 001,W06000018,Caerphilly,W92000004,Wales,35374,42436,29488,12948
W02000291,Caerphilly 002,W06000018,Caerphilly,W92000004,Wales,33361,39285,28331,10954
W02000292,Caerphilly 003,W06000018,Caerphilly,W92000004,Wales,38561,45340,32795,12545
W02000293,Caerphilly 004,W06000018,Caerphilly,W92000004,Wales,36266,42563,30901,11662
W02000294,Caerphilly 005,W06000018,Caerphilly,W92000004,Wales,42355,49893,35956,13937
W02000295,Caerphilly 006,W06000018,Caerphilly,W92000004,Wales,46021,53719,39427,14292
W02000296,Caerphilly 007,W06000018,Caerphilly,W92000004,Wales,39117,45661,33510,12151
W02000297,Caerphilly 008,W06000018,Caerphilly,W92000004,Wales,39965,47148,33876,13272
W02000298,Caerphilly 009,W06000018,Caerphilly,W92000004,Wales,46295,54875,39058,15817
W02000299,Caerphilly 010,W06000018,Caerphilly,W92000004,Wales,40807,47574,35003,12571
W02000300,Caerphilly 011,W06000018,Caerphilly,W92000004,Wales,44283,51922,37768,14154
W02000301,Caerphilly 012,W06000018,Caerphilly,W92000004,Wales,43761,51725,37023,14702
W02000302,Caerphilly 013,W06000018,Caerphilly,W92000004,Wales,45945,53628,39362,14266
W02000303,Caerphilly 014,W06000018,Caerphilly,W92000004,Wales,42520,50137,36059,14078
W02000304,Caerphilly 015,W06000018,Caerphilly,W92000004,Wales,41516,48521,35522,12999
W02000305,Caerphilly 016,W06000018,Caerphilly,W92000004,Wales,43748,51230,37358,13872
W02000306,Caerphilly 017,W06000018,Caerphilly,W92000004,Wales,41352,48334,35379,12955
W02000307,Caerphilly 018,W06000018,Caerphilly,W92000004,Wales,38551,45145,32920,12225
W02000308,Caerphilly 019,W06000018,Caerphilly,W92000004,Wales,43971,51360,37645,13715
W02000309,Caerphilly 020,W06000018,Caerphilly,W92000004,Wales,42086,49499,35782,13717
W02000310,Caerphilly 021,W06000018,Caerphilly,W92000004,Wales,47884,55891,41024,14867
W02000311,Caerphilly 022,W06000018,Caerphilly,W92000004,Wales,41936,48936,35937,12999
W02000312,Caerphilly 023,W06000018,Caerphilly,W92000004,Wales,44441,52091,37915,14176
W02000313,Caerphilly 024,W06000018,Caerphilly,W92000004,Wales,53895,63385,45825,17560
W02000314,Blaenau Gwent 001,W06000019,Blaenau Gwent,W92000004,Wales,38772,45284,33196,12088
W02000315,Blaenau Gwent 002,W06000019,Blaenau Gwent,W92000004,Wales,37171,43740,31589,12151
W02000316,Blaenau Gwent 003,W06000019,Blaenau Gwent,W92000004,Wales,38672,45225,33068,12157
W02000317,Blaenau Gwent 004,W06000019,Blaenau Gwent,W92000004,Wales,39542,46146,33883,12263
W02000318,Blaenau Gwent 005,W06000019,Blaenau Gwent,W92000004,Wales,37411,43771,31975,11796
W02000319,Blaenau Gwent 006,W06000019,Blaenau Gwent,W92000004,Wales,37297,43617,31893,11724
W02000320,Blaenau Gwent 007,W06000019,Blaenau Gwent,W92000004,Wales,39051,45617,33430,12187
W02000321,Blaenau Gwent 008,W06000019,Blaenau Gwent,W92000004,Wales,38499,45012,32928,12084
W02000322,Blaenau Gwent 009,W06000019,Blaenau Gwent,W92000004,Wales,33801,39519,28911,10608
W02000323,Torfaen 001,W06000020,Torfaen,W92000004,Wales,40088,46889,34273,12616
W02000324,Torfaen 002,W06000020,Torfaen,W92000004,Wales,39289,45980,33571,12409
W02000325,Torfaen 003,W06000020,Torfaen,W92000004,Wales,41632,49730,34853,14877
W02000326,Torfaen 004,W06000020,Torfaen,W92000004,Wales,38624,45069,33101,11968
W02000327,Torfaen 005,W06000020,Torfaen,W92000004,Wales,49985,58321,42840,15481
W02000328,Torfaen 006,W06000020,Torfaen,W92000004,Wales,45351,53084,38744,14340
W02000329,Torfaen 007,W06000020,Torfaen,W92000004,Wales,42262,49317,36217,13100
W02000330,Torfaen 008,W06000020,Torfaen,W92000004,Wales,43780,51698,37075,14623
W02000331,Torfaen 009,W06000020,Torfaen,W92000004,Wales,39545,46994,33276,13718
W02000332,Torfaen 010,W06000020,Torfaen,W92000004,Wales,37910,44628,32204,12424
W02000333,Torfaen 011,W06000020,Torfaen,W92000004,Wales,44809,53874,37269,16605
W02000334,Torfaen 012,W06000020,Torfaen,W92000004,Wales,49889,58244,42733,15511
W02000335,Torfaen 013,W06000020,Torfaen,W92000004,Wales,53158,62143,45472,16671
W02000336,Monmouthshire 001,W06000021,Monmouthshire,W92000004,Wales,47816,55888,40909,14979
W02000337,Monmouthshire 002,W06000021,Monmouthshire,W92000004,Wales,40279,47086,34456,12630
W02000338,Monmouthshire 003,W06000021,Monmouthshire,W92000004,Wales,50603,59197,43257,15940
W02000339,Monmouthshire 004,W06000021,Monmouthshire,W92000004,Wales,44163,54265,35942,18323
W02000340,Monmouthshire 005,W06000021,Monmouthshire,W92000004,Wales,52723,61701,45051,16650
W02000341,Monmouthshire 006,W06000021,Monmouthshire,W92000004,Wales,50682,59391,43250,16141
W02000342,Monmouthshire 007,W06000021,Monmouthshire,W92000004,Wales,58760,73255,47133,26122
W02000343,Monmouthshire 008,W06000021,Monmouthshire,W92000004,Wales,43715,51042,37440,13602
W02000344,Monmouthshire 009,W06000021,Monmouthshire,W92000004,Wales,56665,66188,48512,17676
W02000345,Monmouthshire 010,W06000021,Monmouthshire,W92000004,Wales,42804,49954,36676,13278
W02000346,Monmouthshire 011,W06000021,Monmouthshire,W92000004,Wales,61168,72827,51376,21451
W02000347,Newport 001,W06000022,Newport,W92000004,Wales,52056,60723,44625,16098
W02000348,Newport 002,W06000022,Newport,W92000004,Wales,42674,51261,35526,15735
W02000349,Newport 003,W06000022,Newport,W92000004,Wales,36869,43179,31480,11699
W02000350,Newport 004,W06000022,Newport,W92000004,Wales,56323,66446,47742,18704
W02000351,Newport 005,W06000022,Newport,W92000004,Wales,42423,49940,36037,13903
W02000352,Newport 006,W06000022,Newport,W92000004,Wales,39606,46272,33900,12372
W02000353,Newport 007,W06000022,Newport,W92000004,Wales,47863,55888,40990,14898
W02000354,Newport 008,W06000022,Newport,W92000004,Wales,39562,46297,33808,12489
W02000355,Newport 009,W06000022,Newport,W92000004,Wales,62080,72971,52815,20156
W02000356,Newport 010,W06000022,Newport,W92000004,Wales,38175,45205,32239,12966
W02000357,Newport 011,W06000022,Newport,W92000004,Wales,43194,50455,36978,13477
W02000358,Newport 012,W06000022,Newport,W92000004,Wales,56259,66172,47830,18342
W02000359,Newport 013,W06000022,Newport,W92000004,Wales,42931,50281,36656,13625
W02000360,Newport 014,W06000022,Newport,W92000004,Wales,41459,48798,35224,13574
W02000361,Newport 015,W06000022,Newport,W92000004,Wales,41778,48750,35803,12947
W02000362,Newport 016,W06000022,Newport,W92000004,Wales,55171,65146,46724,18422
W02000363,Newport 017,W06000022,Newport,W92000004,Wales,42951,50233,36724,13509
W02000364,Newport 018,W06000022,Newport,W92000004,Wales,39444,46660,33343,13317
W02000365,Newport 019,W06000022,Newport,W92000004,Wales,42809,51009,35927,15082
W02000366,Newport 020,W06000022,Newport,W92000004,Wales,58976,69838,49803,20035
W02000097,Powys 001,W06000023,Powys,W92000004,Wales,44306,52308,37528,14780
W02000098,Powys 002,W06000023,Powys,W92000004,Wales,46173,53933,39530,14403
W02000099,Powys 003,W06000023,Powys,W92000004,Wales,37717,44052,32293,11759
W02000100,Powys 004,W06000023,Powys,W92000004,Wales,41673,49080,35383,13697
W02000101,Powys 005,W06000023,Powys,W92000004,Wales,45175,52985,38516,14469
W02000102,Powys 006,W06000023,Powys,W92000004,Wales,43549,50997,37188,13809
W02000103,Powys 007,W06000023,Powys,W92000004,Wales,46402,55719,38643,17076
W02000104,Powys 008,W06000023,Powys,W92000004,Wales,38136,44843,32432,12411
W02000105,Powys 009,W06000023,Powys,W92000004,Wales,38850,45501,33171,12330
W02000106,Powys 010,W06000023,Powys,W92000004,Wales,42240,49583,35984,13599
W02000107,Powys 011,W06000023,Powys,W92000004,Wales,40873,49398,33819,15579
W02000108,Powys 012,W06000023,Powys,W92000004,Wales,38772,45444,33080,12364
W02000109,Powys 013,W06000023,Powys,W92000004,Wales,38509,45075,32899,12176
W02000110,Powys 014,W06000023,Powys,W92000004,Wales,38894,45675,33119,12556
W02000111,Powys 015,W06000023,Powys,W92000004,Wales,41861,49183,35629,13554
W02000113,Powys 017,W06000023,Powys,W92000004,Wales,44805,52337,38358,13979
W02000114,Powys 018,W06000023,Powys,W92000004,Wales,50686,59709,43027,16682
W02000414,Powys 020,W06000023,Powys,W92000004,Wales,46347,54885,39137,15748
W02000416,Powys 021,W06000023,Powys,W92000004,Wales,40614,47615,34642,12973
W02000284,Merthyr Tydfil 002,W06000024,Merthyr Tydfil,W92000004,Wales,38626,45088,33089,11999
W02000285,Merthyr Tydfil 003,W06000024,Merthyr Tydfil,W92000004,Wales,49543,57814,42455,15359
W02000286,Merthyr Tydfil 004,W06000024,Merthyr Tydfil,W92000004,Wales,38343,47979,30642,17337
W02000287,Merthyr Tydfil 005,W06000024,Merthyr Tydfil,W92000004,Wales,41920,49015,35852,13163
W02000288,Merthyr Tydfil 006,W06000024,Merthyr Tydfil,W92000004,Wales,38905,45689,33128,12561
W02000289,Merthyr Tydfil 007,W06000024,Merthyr Tydfil,W92000004,Wales,44005,51409,37668,13741
W02000415,Merthyr Tydfil 008,W06000024,Merthyr Tydfil,W92000004,Wales,37194,43731,31635,12096
